Timestamp, power, temperature, voltage
0,8,0,0
1,8,0,0
2,8,0,0
3,8,0,0
4,8,0,0
5,8,0,0
6,8,0,0
7,8,0,0
8,8,0,0
9,8,0,0
10,8,0,0
11,8,0,0
12,8,0,0
13,8,0,0
14,8,0,0
15,8,0,0
16,8,0,0
17,8,0,0
18,8,0,0
19,8,0,0
20,8,0,0
21,8,0,0
22,8,0,0
23,8,0,0
24,8,0,0
25,8,0,0
26,8,0,0
27,8,0,0
28,8,0,0
29,8,0,0
30,8,0,0
31,8,0,0
32,8,0,0
33,8,0,0
34,8,0,0
35,8,0,0
36,8,0,0
37,8,0,0
38,8,0,0
39,8,0,0
40,8,0,0
41,8,0,0
42,8,0,0
43,8,0,0
44,8,0,0
45,8,0,0
46,8,0,0
47,8,0,0
48,8,0,0
49,8,0,0
50,8,0,0
51,8,0,0
52,8,0,0
53,8,0,0
54,8,0,0
55,8,0,0
56,8,0,0
57,8,0,0
58,8,0,0
59,8,0,0
60,24,0,0
61,24,0,0
62,24,0,0
63,24,0,0
64,24,0,0
65,24,0,0
66,24,0,0
67,24,0,0
68,24,0,0
69,24,0,0
70,24,0,0
71,24,0,0
72,24,0,0
73,24,0,0
74,24,0,0
75,24,0,0
76,24,0,0
77,24,0,0
78,24,0,0
79,24,0,0
80,24,0,0
81,24,0,0
82,24,0,0
83,24,0,0
84,24,0,0
85,24,0,0
86,24,0,0
87,24,0,0
88,24,0,0
89,24,0,0
90,24,0,0
91,24,0,0
92,24,0,0
93,24,0,0
94,24,0,0
95,24,0,0
96,24,0,0
97,24,0,0
98,24,0,0
99,24,0,0
100,24,0,0
101,24,0,0
102,24,0,0
103,24,0,0
104,24,0,0
105,24,0,0
106,24,0,0
107,24,0,0
108,24,0,0
109,24,0,0
110,24,0,0
111,24,0,0
112,24,0,0
113,24,0,0
114,24,0,0
115,24,0,0
116,24,0,0
117,24,0,0
118,24,0,0
119,24,0,0
120,24,0,0
121,24,0,0
122,24,0,0
123,24,0,0
124,24,0,0
125,24,0,0
126,24,0,0
127,24,0,0
128,24,0,0
129,24,0,0
130,24,0,0
131,24,0,0
132,24,0,0
133,24,0,0
134,24,0,0
135,24,0,0
136,24,0,0
137,24,0,0
138,24,0,0
139,24,0,0
140,24,0,0
141,24,0,0
142,24,0,0
143,24,0,0
144,24,0,0
145,24,0,0
146,24,0,0
147,24,0,0
148,24,0,0
149,24,0,0
150,24,0,0
151,24,0,0
152,24,0,0
153,24,0,0
154,24,0,0
155,24,0,0
156,24,0,0
157,24,0,0
158,24,0,0
159,24,0,0
160,24,0,0
161,24,0,0
162,24,0,0
163,24,0,0
164,24,0,0
165,24,0,0
166,24,0,0
167,24,0,0
168,24,0,0
169,24,0,0
170,24,0,0
171,24,0,0
172,24,0,0
173,24,0,0
174,24,0,0
175,24,0,0
176,24,0,0
177,24,0,0
178,24,0,0
179,24,0,0
180,24,0,0
181,24,0,0
182,24,0,0
183,24,0,0
184,24,0,0
185,24,0,0
186,24,0,0
187,24,0,0
188,24,0,0
189,24,0,0
190,24,0,0
191,24,0,0
192,24,0,0
193,24,0,0
194,24,0,0
195,24,0,0
196,24,0,0
197,24,0,0
198,24,0,0
199,24,0,0
200,24,0,0
201,24,0,0
202,24,0,0
203,24,0,0
204,24,0,0
205,24,0,0
206,24,0,0
207,24,0,0
208,24,0,0
209,24,0,0
210,24,0,0
211,24,0,0
212,24,0,0
213,24,0,0
214,24,0,0
215,24,0,0
216,24,0,0
217,24,0,0
218,24,0,0
219,24,0,0
220,24,0,0
221,24,0,0
222,24,0,0
223,24,0,0
224,24,0,0
225,24,0,0
226,24,0,0
227,24,0,0
228,24,0,0
229,24,0,0
230,24,0,0
231,24,0,0
232,24,0,0
233,24,0,0
234,24,0,0
235,24,0,0
236,24,0,0
237,24,0,0
238,24,0,0
239,24,0,0
240,24,0,0
241,24,0,0
242,24,0,0
243,24,0,0
244,24,0,0
245,24,0,0
246,24,0,0
247,24,0,0
248,24,0,0
249,24,0,0
250,24,0,0
251,24,0,0
252,24,0,0
253,24,0,0
254,24,0,0
255,24,0,0
256,24,0,0
257,24,0,0
258,24,0,0
259,24,0,0
260,24,0,0
261,24,0,0
262,24,0,0
263,24,0,0
264,24,0,0
265,24,0,0
266,24,0,0
267,24,0,0
268,24,0,0
269,24,0,0
270,24,0,0
271,24,0,0
272,24,0,0
273,24,0,0
274,24,0,0
275,24,0,0
276,24,0,0
277,24,0,0
278,24,0,0
279,24,0,0
280,24,0,0
281,24,0,0
282,24,0,0
283,24,0,0
284,24,0,0
285,24,0,0
286,24,0,0
287,24,0,0
288,24,0,0
289,24,0,0
290,24,0,0
291,24,0,0
292,24,0,0
293,24,0,0
294,24,0,0
295,24,0,0
296,24,0,0
297,24,0,0
298,24,0,0
299,24,0,0
300,24,0,0
301,24,0,0
302,24,0,0
303,24,0,0
304,24,0,0
305,24,0,0
306,24,0,0
307,24,0,0
308,24,0,0
309,24,0,0
310,24,0,0
311,24,0,0
312,24,0,0
313,24,0,0
314,24,0,0
315,24,0,0
316,24,0,0
317,24,0,0
318,24,0,0
319,24,0,0
320,24,0,0
321,24,0,0
322,24,0,0
323,24,0,0
324,24,0,0
325,24,0,0
326,24,0,0
327,24,0,0
328,24,0,0
329,24,0,0
330,24,0,0
331,24,0,0
332,24,0,0
333,24,0,0
334,24,0,0
335,24,0,0
336,24,0,0
337,24,0,0
338,24,0,0
339,24,0,0
340,24,0,0
341,24,0,0
342,24,0,0
343,24,0,0
344,24,0,0
345,24,0,0
346,24,0,0
347,24,0,0
348,24,0,0
349,24,0,0
350,24,0,0
351,24,0,0
352,24,0,0
353,24,0,0
354,24,0,0
355,24,0,0
356,24,0,0
357,24,0,0
358,24,0,0
359,24,0,0
360,24,0,0
361,24,0,0
362,24,0,0
363,24,0,0
364,24,0,0
365,24,0,0
366,24,0,0
367,24,0,0
368,24,0,0
369,24,0,0
370,24,0,0
371,24,0,0
372,24,0,0
373,24,0,0
374,24,0,0
375,24,0,0
376,24,0,0
377,24,0,0
378,24,0,0
379,24,0,0
380,24,0,0
381,24,0,0
382,24,0,0
383,24,0,0
384,24,0,0
385,24,0,0
386,24,0,0
387,24,0,0
388,24,0,0
389,24,0,0
390,24,0,0
391,24,0,0
392,24,0,0
393,24,0,0
394,24,0,0
395,24,0,0
396,24,0,0
397,24,0,0
398,24,0,0
399,24,0,0
400,24,0,0
401,24,0,0
402,24,0,0
403,24,0,0
404,24,0,0
405,24,0,0
406,24,0,0
407,24,0,0
408,24,0,0
409,24,0,0
410,24,0,0
411,24,0,0
412,24,0,0
413,24,0,0
414,24,0,0
415,24,0,0
416,24,0,0
417,24,0,0
418,24,0,0
419,24,0,0
420,24,0,0
421,24,0,0
422,24,0,0
423,24,0,0
424,24,0,0
425,24,0,0
426,24,0,0
427,24,0,0
428,24,0,0
429,24,0,0
430,24,0,0
431,24,0,0
432,24,0,0
433,24,0,0
434,24,0,0
435,24,0,0
436,24,0,0
437,24,0,0
438,24,0,0
439,24,0,0
440,24,0,0
441,24,0,0
442,24,0,0
443,24,0,0
444,24,0,0
445,24,0,0
446,24,0,0
447,24,0,0
448,24,0,0
449,24,0,0
450,24,0,0
451,24,0,0
452,24,0,0
453,24,0,0
454,24,0,0
455,24,0,0
456,24,0,0
457,24,0,0
458,24,0,0
459,24,0,0
460,24,0,0
461,24,0,0
462,24,0,0
463,24,0,0
464,24,0,0
465,24,0,0
466,24,0,0
467,24,0,0
468,24,0,0
469,24,0,0
470,24,0,0
471,24,0,0
472,24,0,0
473,24,0,0
474,24,0,0
475,24,0,0
476,24,0,0
477,24,0,0
478,24,0,0
479,24,0,0