timesteps, current B1, voltage
1118,20.034,23.595
1119,20.9845,23.567
1120,21.1725,23.565
1121,21.2735,23.559
1122,21.0845,23.559
1123,20.5465,23.578
1124,20.898,23.564
1125,21.2635,23.567
1126,22.0705,23.559
1127,22.3895,23.536
1128,22.6955,23.528
1129,23.5135,23.51
1130,19.872,23.574
1131,18.1725,23.597
1132,19.0195,23.584
1133,22.139,23.531
1134,22.829,23.519
1135,22.069,23.532
1136,22.9145,23.521
1137,22.4065,23.52
1138,23.8355,23.489
1139,26.134,23.452
1140,26.282,23.44
1141,25.5845,23.465
1142,26.4355,23.436
1143,27.571,23.426
1144,26.599,23.424
1145,26.457,23.434
1146,25.882,23.43
1147,23.2235,23.479
1148,22.8065,23.492
1149,21.3575,23.502
1150,21.504,23.502
1151,23.2175,23.498
1152,22.6555,23.49
1153,22.116,23.494
1154,22.2015,23.498
1155,23.619,23.459
1156,24.8715,23.44
1157,24.305,23.442
1158,23.579,23.45
1159,22.6085,23.486
1160,21.2495,23.506
1161,21.605,23.494
1162,21.2565,23.503
1163,21.9185,23.478
1164,24.063,23.455
1165,23.363,23.452
1166,21.857,23.486
1167,21.1285,23.509
1168,22.163,23.488
1169,22.9985,23.457
1170,23.3185,23.459
1171,23.249,23.447
1172,22.809,23.453
1173,22.4165,23.47
1174,22.5685,23.465
1175,22.435,23.467
1176,22.4035,23.473
1177,21.934,23.467
1178,22.3965,23.458
1179,21.7205,23.472
1180,21.302,23.476
1181,22.277,23.455
1182,22.6855,23.453
1183,22.886,23.46
1184,22.5815,23.451
1185,22.5615,23.45
1186,22.664,23.451
1187,23.2445,23.434
1188,23.4225,23.428
1189,22.6555,23.446
1190,22.768,23.438
1191,21.655,23.45
1192,22.001,23.462
1193,22.274,23.444
1194,22.687,23.432
1195,22.95,23.428
1196,21.9925,23.442
1197,22.354,23.447
1198,23.414,23.419
1199,23.5435,23.419
1200,22.933,23.451
1201,23.0315,23.437
1202,22.7935,23.428
1203,23.087,23.422
1204,22.6055,23.425
1205,22.105,23.443
1206,21.7945,23.437
1207,22.1175,23.458
1208,22.839,23.432
1209,23.1335,23.424
1210,23.182,23.412
1211,22.7155,23.433
1212,22.5045,23.434
1213,23.0385,23.402
1214,23.36,23.408
1215,22.398,23.418
1216,22.7425,23.432
1217,22.6785,23.412
1218,22.301,23.43
1219,22.698,23.422
1220,22.523,23.423
1221,23.3345,23.397
1222,23.1025,23.398
1223,23.673,23.391
1224,23.6345,23.38
1225,23.7825,23.384
1226,23.0425,23.397
1227,22.388,23.418
1228,22.4105,23.411
1229,23.0955,23.403
1230,21.786,23.417
1231,21.9665,23.421
1232,21.8045,23.405
1233,21.853,23.423
1234,23.0455,23.391
1235,22.97,23.39
1236,22.818,23.401
1237,22.701,23.406
1238,24.7635,23.358
1239,24.493,23.36
1240,24.493,23.357
1241,25.122,23.354
1242,24.268,23.376
1243,23.279,23.385
1244,22.4095,23.393
1245,21.443,23.402
1246,21.9085,23.398
1247,23.9605,23.364
1248,25.119,23.338
1249,25.502,23.324
1250,25.394,23.326
1251,23.6445,23.363
1252,22.735,23.375
1253,23.263,23.364
1254,23.723,23.351
1255,24.372,23.343
1256,24.4475,23.343
1257,23.848,23.349
1258,22.4775,23.377
1259,22.1205,23.393
1260,22.3225,23.384
1261,22.65,23.369
1262,23.1765,23.361
1263,23.881,23.362
1264,23.78,23.343
1265,23.0555,23.348
1266,23.077,23.368
1267,23.68,23.358
1268,23.5435,23.357
1269,24.134,23.339
1270,23.467,23.349
1271,23.8835,23.343
1272,22.6115,23.354
1273,22.7895,23.361
1274,22.476,23.352
1275,22.317,23.37
1276,22.63,23.375
1277,25.25,23.315
1278,23.4495,23.339
1279,22.623,23.366
1280,21.753,23.365
1281,21.998,23.373
1282,21.853,23.366
1283,22.0035,23.375
1284,23.4695,23.346
1285,22.62,23.341
1286,23.0655,23.353
1287,23.081,23.338
1288,23.363,23.339
1289,23.43,23.329
1290,23.209,23.338
1291,23.219,23.341
1292,23.357,23.343
1293,23.505,23.336
1294,23.0725,23.33
1295,23.2205,23.327
1296,23.0115,23.337
1297,23.4795,23.326
1298,23.2645,23.325
1299,23.2645,23.323
1300,22.556,23.347
1301,22.1815,23.363
1302,22.2755,23.341
1303,22.8235,23.327
1304,22.9445,23.332
1305,23.263,23.326
1306,23.437,23.313
1307,23.1795,23.336
1308,23.212,23.33
1309,22.8705,23.328
1310,23.0425,23.322
1311,23.1765,23.314
1312,22.428,23.332
1313,22.096,23.345
1314,23.05,23.318
1315,23.518,23.311
1316,22.795,23.333
1317,22.321,23.336
1318,21.524,23.336
1319,22.661,23.316
1320,23.3855,23.317
1321,23.3555,23.306
1322,22.772,23.315
1323,21.157,23.344
1324,10.739,23.536
1325,11.2585,23.528
1326,7.4375,23.584
1327,6.5875,23.607
1328,4.4985,23.641
1329,3.919,23.656
1330,4.036,23.663
1331,4.0515,23.664
1332,4.0215,23.684
1333,3.814,23.675
1334,1.793,23.716
1335,1.8015,23.719
1336,1.2805,23.723
1337,0.556,23.736
1338,0.6485,23.743
1339,0.683,23.746
1340,0.663,23.768
1341,0.616,23.765
1342,0.613,23.78
1343,0.647,23.775
1344,0.704,23.769
1345,0.7225,23.764
1346,0.61,23.778
1347,0.6885,23.773
1348,0.6955,23.78
1349,0.7085,23.788
1350,0.741,23.79
1351,0.656,23.787
1352,0.633,23.802
1353,0.6815,23.797
1354,0.7215,23.796
1355,0.6915,23.817
1356,0.647,23.805
1357,0.687,23.805
1358,0.687,23.814
1359,0.619,23.83
1360,0.734,23.818
1361,0.7085,23.816
1362,0.7155,23.815
1363,0.663,23.821
1364,0.697,23.822
1365,0.7215,23.827
1366,0.697,23.83
1367,0.6215,23.836
1368,0.646,23.85
1369,0.7,23.83
1370,0.724,23.842
1371,0.6885,23.836
1372,0.6955,23.838
1373,0.7425,23.845
1374,0.7155,23.844
1375,0.7015,23.859
1376,0.6655,23.859
1377,0.6815,23.859
1378,0.7085,23.859
1379,0.727,23.856
1380,0.7015,23.86
1381,0.731,23.866
1382,0.6885,23.858
1383,0.6615,23.863
1384,0.7115,23.862
1385,0.6955,23.867
1386,0.724,23.861
1387,0.724,23.863
1388,0.747,23.868
1389,0.7115,23.88
1390,0.7355,23.905
1391,0.717,23.872
1392,0.72,23.885
1393,0.6655,23.9
1394,0.6885,23.874
1395,0.724,23.879
1396,0.717,23.879
1397,0.761,23.877
1398,0.7085,23.889
1399,0.687,23.898
1400,0.764,23.897
1401,0.7,23.894
1402,0.737,23.882
1403,0.7225,23.896
1404,0.71,23.885
1405,0.727,23.891
1406,0.734,23.889
1407,0.747,23.91
1408,0.6985,23.911
1409,0.6545,23.907
1410,0.781,23.911
1411,0.7525,23.896
1412,0.72,23.917
1413,0.7425,23.915
1414,0.71,23.902
1415,0.747,23.907
1416,0.7355,23.904
1417,0.626,23.935
1418,0.7495,23.906
1419,0.7455,23.913
1420,0.7495,23.902
1421,0.764,23.907
1422,0.7795,23.902
1423,0.6885,23.929
1424,0.731,23.915
1425,0.684,23.918
1426,0.7585,23.927
1427,0.7225,23.913
1428,0.754,23.929
1429,0.704,23.92
1430,0.724,23.922
1431,0.74,23.924
1432,0.7225,23.921
1433,0.7625,23.928
1434,0.7,23.93
1435,0.727,23.921
1436,0.74,23.929
1437,0.741,23.927
1438,0.7655,23.926
1439,0.7325,23.923
1440,0.7125,23.934
1441,0.737,23.94
1442,0.7495,23.935
1443,0.778,23.935
1444,0.747,23.935
1445,0.73,23.931
1446,0.7525,23.935
1447,0.7325,23.935
1448,0.7425,23.938
1449,0.7125,23.942
1450,0.6755,23.956
1451,0.704,23.943
1452,0.7155,23.937
1453,0.7855,23.938
1454,0.694,23.939
1455,0.717,23.938
1456,0.7555,23.946
1457,0.741,23.957
1458,0.667,23.967
1459,0.751,23.943
1460,0.693,23.944
1461,0.72,23.941
1462,0.72,23.945
1463,0.7595,23.948
1464,0.7355,23.957
1465,0.7425,23.958
1466,0.7,23.941
1467,0.71,23.961
1468,0.741,23.949
1469,0.7355,23.942
1470,0.737,23.952
1471,0.71,23.955
1472,0.7485,23.953
1473,0.7585,23.952
1474,0.761,23.951
1475,0.687,23.967
1476,0.6885,23.969
1477,0.7525,23.953
1478,0.781,23.957
1479,0.7425,23.957
1480,0.7625,23.952
1481,0.7695,23.952
1482,0.731,23.953
1483,0.7255,23.96
1484,2.17,23.937
1485,9.3485,23.81
1486,21.4885,23.62
1487,31.9945,23.419
1488,32.9525,23.393
1489,30.87,23.41
1490,27.036,23.475
1491,26.491,23.479
1492,25.849,23.476
1493,26.4655,23.463
1494,27.244,23.442
1495,28.3495,23.412
1496,29.2235,23.396
1497,28.035,23.398
1498,28.5915,23.381
1499,28.468,23.383
1500,27.3905,23.385
1501,26.3075,23.414
1502,26.595,23.393
1503,27.7535,23.369
1504,27.039,23.378
1505,27.866,23.364
1506,25.717,23.401
1507,25.381,23.411
1508,24.893,23.409
1509,26.595,23.369
1510,25.654,23.382
1511,25.963,23.362
1512,26.709,23.35
1513,26.2505,23.365
1514,27.1455,23.335
1515,26.8825,23.335
1516,26.178,23.346
1517,25.9645,23.35
1518,27.7775,23.314
1519,26.6235,23.326
1520,25.781,23.34
1521,25.6625,23.331
1522,26.467,23.318
1523,25.549,23.332
1524,26.061,23.325
1525,26.2065,23.321
1526,26.925,23.307
1527,27.5855,23.287
1528,27.9695,23.271
1529,28.539,23.276
1530,28.959,23.262
1531,27.217,23.277
1532,26.73,23.291
1533,27.3195,23.283
1534,29.417,23.239
1535,28.6885,23.243
1536,27.6085,23.254
1537,25.263,23.293
1538,27.0005,23.275
1539,26.0955,23.27
1540,26.844,23.254
1541,27.275,23.272
1542,26.888,23.268
1543,26.878,23.254
1544,27.1615,23.243
1545,28.2845,23.227
1546,29.897,23.198
1547,29.3745,23.208
1548,29.117,23.202
1549,28.895,23.211
1550,26.33,23.249
1551,28.5875,23.209
1552,29.0455,23.196
1553,29.39,23.187
1554,28.1335,23.202
1555,27.1285,23.224
1556,28.4765,23.19
1557,28.8365,23.18
1558,28.589,23.193
1559,28.6185,23.196
1560,29.363,23.17
1561,28.4395,23.178
1562,27.661,23.192
1563,28.1645,23.174
1564,28.3795,23.183
1565,28.401,23.186
1566,28.337,23.169
1567,28.223,23.18
1568,28.603,23.158
1569,29.8555,23.145
1570,28.229,23.167
1571,28.6855,23.16
1572,28.367,23.157
1573,28.62,23.144
1574,28.8335,23.146
1575,28.4195,23.16
1576,28.8435,23.138
1577,29.0485,23.134
1578,28.2545,23.139
1579,28.4365,23.148
1580,28.0935,23.147
1581,28.482,23.149
1582,28.1905,23.147
1583,28.233,23.147
1584,28.1435,23.137
1585,27.554,23.145
1586,27.2865,23.153
1587,27.0135,23.154
1588,28.219,23.134
1589,27.937,23.133
1590,27.0975,23.149
1591,27.954,23.128
1592,27.6765,23.14
1593,26.8,23.147
1594,26.8825,23.138
1595,27.6835,23.129
1596,27.1555,23.134
1597,26.673,23.142
1598,26.9435,23.135
1599,28.781,23.116
1600,27.177,23.124
1601,28.22,23.108
1602,28.4365,23.107
1603,28.9705,23.096
1604,28.5705,23.106
1605,27.3235,23.12
1606,25.6925,23.153
1607,25.4125,23.167
1608,27.8045,23.124
1609,27.16,23.122
1610,26.9495,23.119
1611,28.8195,23.082
1612,27.577,23.106
1613,26.7005,23.121
1614,26.8285,23.118
1615,27.3905,23.115
1616,27.799,23.109
1617,28.226,23.09
1618,28.6,23.088
1619,28.421,23.08
1620,29.39,23.072
1621,28.055,23.088
1622,26.867,23.107
1623,25.6825,23.146
1624,26.413,23.119
1625,26.857,23.104
1626,27.17,23.105
1627,27.8915,23.083
1628,27.365,23.092
1629,28.277,23.08
1630,28.109,23.074
1631,26.2505,23.108
1632,26.625,23.121
1633,26.847,23.091
1634,24.308,23.144
1635,22.4905,23.168
1636,26.424,23.111
1637,30.13,23.039
1638,30.964,23.01
1639,24.4675,23.131
1640,22.4365,23.186
1641,24.3135,23.133
1642,26.773,23.099
1643,26.447,23.102
1644,25.206,23.116
1645,25.1815,23.118
1646,24.423,23.128
1647,24.4245,23.128
1648,23.8935,23.137
1649,25.4765,23.128
1650,26.383,23.105
1651,29.3445,23.029
1652,29.743,23.022
1653,26.938,23.071
1654,24.571,23.127
1655,26.969,23.072
1656,23.5495,23.129
1657,19.153,23.217
1658,18.3345,23.221
1659,18.6835,23.218
1660,23.6875,23.15
1661,25.196,23.114
1662,23.643,23.138
1663,19.721,23.203
1664,19.563,23.206
1665,21.1115,23.199
1666,20.3955,23.212
1667,20.084,23.202
1668,22.0095,23.175
1669,24.1115,23.128
1670,28.287,23.055
1671,29.091,23.04
1672,29.2835,23.024
1673,29.006,23.039
1674,25.61,23.112
1675,24.0675,23.135
1676,28.7665,23.042
1677,28.337,23.045
1678,26.8395,23.066
1679,25.5275,23.086
1680,22.0265,23.143
1681,19.112,23.214
1682,18.712,23.198
1683,18.3035,23.231
1684,20.158,23.199
1685,20.585,23.171
1686,21.911,23.152
1687,22.543,23.156
1688,24.6965,23.112
1689,25.6615,23.102
1690,23.155,23.143
1691,21.558,23.153
1692,19.963,23.196
1693,18.393,23.222
1694,16.967,23.238
1695,17.3045,23.24
1696,18.255,23.213
1697,17.4595,23.25
1698,17.377,23.249
1699,18.578,23.223
1700,18.6165,23.215
1701,20.2105,23.195
1702,20.9835,23.182
1703,20.2945,23.193
1704,18.08,23.229
1705,18.8985,23.228
1706,19.365,23.209
1707,17.28,23.245
1708,14.7225,23.289
1709,11.5005,23.334
1710,18.5625,23.225
1711,26.6475,23.095
1712,23.7245,23.136
1713,22.509,23.163
1714,20.613,23.205
1715,23.7885,23.153
1716,24.194,23.128
1717,24.897,23.115
1718,25.1445,23.116
1719,25.1505,23.108
1720,25.005,23.108
1721,25.6085,23.099
1722,25.9405,23.087
1723,27.9695,23.061
1724,28.408,23.047
1725,27.8375,23.055
1726,27.3095,23.059
1727,26.5195,23.054
1728,25.3155,23.083
1729,23.831,23.11
1730,24.9725,23.097
1731,27.4205,23.062
1732,25.546,23.07
1733,26.06,23.066
1734,25.933,23.061
1735,26.5765,23.046
1736,26.733,23.046
1737,28.5645,23.012
1738,30.6225,22.982
1739,28.4835,23.002
1740,27.644,23.031
1741,26.38,23.038
1742,24.3235,23.091
1743,24.6025,23.072
1744,24.2265,23.075
1745,22.0635,23.136
1746,24.9695,23.067
1747,26.8825,23.034
1748,26.323,23.041
1749,26.279,23.057
1750,26.4755,23.03
1751,28.6045,22.994
1752,27.6025,23.014
1753,25.3155,23.047
1754,25.6115,23.036
1755,24.783,23.07
1756,23.921,23.093
1757,24.3535,23.065
1758,26.303,23.027
1759,24.443,23.062
1760,26.289,23.034
1761,27.0475,23.012
1762,26.2675,23.025
1763,26.0995,23.033
1764,25.2455,23.054
1765,26.471,23.019
1766,27.19,23.006
1767,25.9045,23.022
1768,23.969,23.063
1769,20.4625,23.127
1770,18.0785,23.162
1771,19.3195,23.172
1772,27.305,23.011
1773,26.5025,23.03
1774,26.4,23.017
1775,28.4605,22.979
1776,26.81,23.005
1777,24.574,23.052
1778,24.375,23.045
1779,24.0105,23.066
1780,25.5975,23.031
1781,24.4985,23.055
1782,23.938,23.07
1783,23.875,23.05
1784,22.176,23.082
1785,20.5735,23.117
1786,20.1335,23.138
1787,20.7995,23.118
1788,22.193,23.101
1789,25.5205,23.022
1790,26.397,23.011
1791,25.179,23.038
1792,24.486,23.05
1793,23.3285,23.061
1794,20.3485,23.108
1795,18.686,23.149
1796,18.3815,23.162
1797,19.4645,23.147
1798,20.945,23.125
1799,22.6925,23.082
1800,22.428,23.081
1801,20.7145,23.114
1802,23.643,23.062
1803,22.196,23.091
1804,19.974,23.14
1805,17.811,23.178
1806,16.352,23.197
1807,19.5475,23.152
1808,20.7255,23.118
1809,23.131,23.072
1810,23.2065,23.069
1811,25.1035,23.035
1812,23.4225,23.059
1813,18.278,23.158
1814,14.5875,23.225
1815,14.189,23.233
1816,19.5145,23.146
1817,19.6485,23.133
1818,18.158,23.158
1819,14.1165,23.228
1820,15.258,23.21
1821,17.4465,23.175
1822,17.391,23.194
1823,15.676,23.211
1824,18.12,23.174
1825,12.188,23.258
1826,13.3335,23.25
1827,17.606,23.194
1828,18.732,23.161
1829,16.879,23.194
1830,14.1165,23.257
1831,14.428,23.235
1832,16.661,23.21
1833,20.2615,23.15
1834,18.0815,23.175
1835,19.4165,23.156
1836,20.7825,23.141
1837,19.418,23.152
1838,19.701,23.157
1839,21.951,23.116
1840,24.567,23.06
1841,24.1615,23.065
1842,23.979,23.065
1843,22.4165,23.116
1844,21.0415,23.125
1845,20.6885,23.129
1846,20.474,23.122
1847,20.6845,23.133
1848,21.5395,23.12
1849,20.6785,23.126
1850,20.058,23.135
1851,19.183,23.149
1852,21.5965,23.107
1853,23.215,23.075
1854,23.713,23.082
1855,22.9145,23.1
1856,20.7155,23.111
1857,20.465,23.114
1858,21.1655,23.115
1859,21.1425,23.102
1860,21.6835,23.089
1861,22.5575,23.094
1862,22.6415,23.099
1863,22.859,23.092
1864,21.9695,23.098
1865,21.4785,23.113
1866,21.621,23.103
1867,20.8895,23.106
1868,21.423,23.09
1869,21.6495,23.099
1870,21.89,23.082
1871,21.319,23.099
1872,20.592,23.121
1873,20.797,23.12
1874,22.3465,23.082
1875,22.3225,23.074
1876,22.095,23.074
1877,22.5045,23.063
1878,22.4205,23.062
1879,22.6885,23.101
1880,21.7435,23.082
1881,21.6165,23.102
1882,21.4785,23.086
1883,21.073,23.091
1884,21.968,23.072
1885,22.0535,23.068
1886,22.1145,23.061
1887,22.0875,23.092
1888,22.129,23.081
1889,22.465,23.06
1890,22.193,23.066
1891,23.0555,23.053
1892,23.0685,23.044
1893,22.529,23.052
1894,22.132,23.059
1895,22.4675,23.072
1896,22.543,23.069
1897,22.509,23.046
1898,22.862,23.043
1899,22.792,23.047
1900,22.5945,23.067
1901,23.0485,23.03
1902,22.432,23.046
1903,22.677,23.048
1904,22.529,23.063
1905,22.701,23.051
1906,22.2215,23.045
1907,22.1515,23.047
1908,22.2655,23.053
1909,22.4635,23.044
1910,22.153,23.056
1911,22.543,23.033
1912,22.428,23.051
1913,23.72,23.03
1914,23.373,23.022
1915,22.9385,23.055
1916,22.8475,23.024
1917,21.8555,23.042
1918,23.4355,23.018
1919,23.0825,23.029
1920,23.04,23.025
1921,22.5885,23.04
1922,22.321,23.028
1923,23.323,23.028
1924,23.35,23.017
1925,24.1485,22.997
1926,24.0675,23.002
1927,23.2745,23.003
1928,23.1265,23.017
1929,22.966,23.019
1930,22.3895,23.031
1931,22.7695,23.021
1932,22.8475,23.027
1933,22.28,23.033
1934,21.7205,23.034
1935,22.2715,23.028
1936,22.644,23.033
1937,22.929,23.025
1938,22.23,23.044
1939,22.3525,23.025
1940,22.6825,23.022
1941,22.6315,23.02
1942,23.0285,23.006
1943,23.3815,22.994
1944,22.6825,23.018
1945,23.0525,23.002
1946,23.1295,23.003
1947,23.656,22.993
1948,25.502,22.964
1949,24.9895,22.962
1950,25.0195,22.958
1951,25.691,22.939
1952,24.0615,22.97
1953,24.836,22.978
1954,25.1475,22.953
1955,25.109,22.95
1956,26.871,22.938
1957,26.7045,22.94
1958,27.96,22.903
1959,27.5385,22.914
1960,27.3025,22.91
1961,27.254,22.917
1962,26.9095,22.91
1963,26.3945,22.926
1964,27.1925,22.908
1965,28.3995,22.883
1966,28.122,22.889
1967,27.7305,22.893
1968,29.898,22.858
1969,29.861,22.854
1970,28.2445,22.885
1971,25.5875,22.915
1972,26.3575,22.901
1973,24.9115,22.934
1974,22.3325,22.98
1975,22.8575,22.965
1976,23.505,22.965
1977,23.1055,22.964
1978,25.216,22.92
1979,22.012,22.989
1980,28.3525,22.873
1981,23.891,22.938
1982,27.4375,22.885
1983,21.5055,22.987
1984,20.111,23.019
1985,20.3455,23.007
1986,23.6245,22.947
1987,24.702,22.945
1988,22.5275,22.983
1989,20.6845,22.994
1990,19.6285,23.028
1991,22.304,22.976
1992,22.321,22.97
1993,24.5795,22.946
1994,24.9355,22.919
1995,24.409,22.961
1996,25.0765,22.92
1997,20.8835,22.994
1998,20.219,23.01
1999,19.2425,23.027
2000,18.4485,23.04
2001,20.5775,23.002
2002,21.749,22.973
2003,23.871,22.945
2004,25.8465,22.932
2005,24.638,22.937
2006,23.5705,22.947
2007,22.401,22.965
2008,20.733,22.988
2009,18.1855,23.031
2010,14.1235,23.114
2011,19.4775,23.03
2012,19.604,23.033
2013,19.516,23.018
2014,20.5565,23.013
2015,22.896,22.967
2016,24.806,22.936
2017,23.35,22.953
2018,23.155,22.949
2019,22.909,22.955
2020,21.3175,22.999
2021,23.2915,22.944
2022,26.6605,22.895
2023,31.4835,22.807
2024,33.556,22.777
2025,34.3625,22.761
2026,33.399,22.769
2027,28.7755,22.841
2028,21.167,22.961
2029,18.709,23.012
2030,20.411,22.987
2031,22.963,22.935
2032,23.2065,22.927
2033,23.158,22.937
2034,21.6095,22.957
2035,21.85,22.956
2036,22.933,22.939
2037,23.471,22.928
2038,23.8295,22.919
2039,23.797,22.919
2040,24.54,22.909
2041,24.897,22.899
2042,23.8425,22.916
2043,24.0105,22.925
2044,24.947,22.89
2045,27.409,22.869
2046,27.311,22.857
2047,25.9885,22.87
2048,24.867,22.892
2049,22.67,22.926
2050,21.379,22.941
2051,19.23,22.99
2052,21.9495,22.958
2053,23.299,22.935
2054,24.328,22.905
2055,26.2635,22.867
2056,25.6555,22.878
2057,24.2725,22.902
2058,23.7115,22.913
2059,19.7695,22.969
2060,16.197,23.043
2061,12.4955,23.112
2062,14.7995,23.073
2063,19.6755,22.995
2064,23.6105,22.916
2065,23.5395,22.917
2066,26.047,22.873
2067,29.0245,22.836
2068,27.799,22.838
2069,27.833,22.844
2070,26.413,22.867
2071,24.416,22.902
2072,23.676,22.906
2073,24.137,22.895
2074,24.245,22.89
2075,23.337,22.904
2076,21.5995,22.937
2077,22.5915,22.923
2078,23.7385,22.914
2079,24.419,22.884
2080,24.8215,22.879
2081,24.759,22.89
2082,24.513,22.881
2083,23.8525,22.901
2084,23.3615,22.897
2085,24.09,22.887
2086,23.811,22.898
2087,25.4805,22.867
2088,25.4025,22.859
2089,24.207,22.878
2090,23.8195,22.902
2091,24.1,22.895
2092,24.6395,22.87
2093,24.3845,22.877
2094,23.693,22.899
2095,23.895,22.888
2096,23.8935,22.884
2097,23.921,22.889
2098,24.211,22.879
2099,23.848,22.875
2100,24.076,22.878
2101,23.9395,22.883
2102,24.473,22.872
2103,25.008,22.868
2104,24.4985,22.87
2105,23.222,22.889
2106,23.172,22.886
2107,24.0845,22.879
2108,24.887,22.861
2109,24.372,22.873
2110,26.316,22.833
2111,26.726,22.837
2112,26.582,22.836
2113,25.909,22.838
2114,24.624,22.857
2115,24.137,22.863
2116,24.184,22.859
2117,23.3715,22.876
2118,23.199,22.872
2119,23.074,22.89
2120,23.1595,22.898
2121,23.602,22.885
2122,24.2365,22.863
2123,25.1235,22.851
2124,24.8375,22.852
2125,24.211,22.858
2126,24.217,22.858
2127,23.5265,22.869
2128,23.269,22.891
2129,24.433,22.865
2130,24.2495,22.855
2131,24.164,22.856
2132,24.739,22.855
2133,24.322,22.851
2134,23.451,22.871
2135,23.108,22.873
2136,22.5785,22.879
2137,23.928,22.872
2138,26.101,22.83
2139,25.885,22.828
2140,26.6165,22.812
2141,26.861,22.809
2142,26.561,22.811
2143,25.0025,22.836
2144,24.3105,22.856
2145,24.524,22.856
2146,24.157,22.85
2147,24.3735,22.849
2148,24.0745,22.86
2149,24.6765,22.833
2150,24.877,22.836
2151,25.089,22.837
2152,25.3525,22.832
2153,25.421,22.829
2154,24.6055,22.839
2155,23.6175,22.845
2156,12.229,23.049
2157,8.7365,23.105
2158,7.6235,23.144
2159,6.424,23.153
2160,4.4755,23.193
2161,3.697,23.228
2162,3.7585,23.238
2163,3.8325,23.21
2164,3.8025,23.221
2165,3.7925,23.23
2166,-0.27,23.308
2167,-0.283,23.307
2168,-0.2915,23.319
2169,-0.357,23.315
2170,-0.454,23.329
2171,-0.512,23.344
2172,-0.38,23.333
2173,-0.39,23.328
2174,-0.404,23.339
2175,-0.434,23.34
2176,-0.4525,23.342
2177,-0.4625,23.362
2178,-0.3785,23.354
2179,-0.4465,23.365
2180,-0.427,23.351
2181,-0.565,23.369
2182,-0.428,23.365
2183,-0.428,23.369
2184,-0.4025,23.381
2185,-0.421,23.381
2186,-0.431,23.39
2187,-0.448,23.398
2188,-0.411,23.381